วันที่ชำระเงิน,เวลาที่ชำระเงิน,หมายเลขใบเสร็จ / ID,รหัสถาดเก็บเงิน,ชื่อเมนู,ประเภทการสั่ง,จำนวน,ราคาต่อหน่วย,ยอดก่อนลด,ส่วนลดทั้งหมด,ส่วนลดทั้งหมด %,ราคาสุทธิ,ประเภทภาษีของรายการ,โต๊ะ,ประเภทการชำระเงิน,หมายเหตุ,หมวดสินค้า,สาขา
2024-02-14,13:11,K9PMB,LSR,SOBA โซบะร้อน/Hot x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-14,13:43,ZK27I,LSR,SOBA โซบะเย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-14,13:43,ZK27I,LSR,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-14,13:43,ZK27I,LSR,MIXED TEMPURA เทมปุระรวม,Dine-In,1,270,270.00,0.0,0.0,270.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-14,13:43,ZK27I,LSR,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-14,17:43,HCYH8,LSR,STEWED DUCK SOBA โซบะเป็ดพะโล้,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,17:43,HCYH8,LSR,BEEF SOBA โซบะเนื้อ,Dine-In,1,179,179.00,0.0,0.0,179.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,17:43,HCYH8,LSR,POTATO SALAD สลัดมันฝรั่ง,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-14,17:43,HCYH8,LSR,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-14,17:58,GYVJH,LSR,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-14,17:58,GYVJH,LSR,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,17:58,GYVJH,LSR,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,5,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-14,17:58,GYVJH,LSR,STEWED DUCK SOBA โซบะเป็ดพะโล้,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,19:12,AI23G,LSR,GENMAI CHA ชาข้าวคั่ว,Dine-In,2,30,60.00,0.0,0.0,60.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-14,19:12,AI23G,LSR,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1YUZU ยูสุ +89 x 1,Dine-In,1,248,248.00,0.0,0.0,248.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,19:12,AI23G,LSR,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระร้อน/Hot x 1SOBA 100% +49 x 1,Dine-In,1,208,208.00,0.0,0.0,208.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,19:53,XBWQZ,LSR,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,19:53,XBWQZ,LSR,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,19:53,XBWQZ,LSR,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-14,19:53,XBWQZ,LSR,POTATO SALAD สลัดมันฝรั่ง,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-14,19:53,XBWQZ,LSR,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-14,21:16,9I7HY,LSR,PILANGKASA SOBA  โซบะพีลังกาสา,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-14,21:16,9I7HY,LSR,SOBA ORIGINALร้อน/Hot x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-14,21:52,QLITF,LSR,STEWED DUCK SOBA โซบะเป็ดพะโล้เพิ่มเส้น UP SIZED +50 x 1,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,21:52,QLITF,LSR,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1SOBA 100% +49 x 1,Dine-In,1,208,208.00,0.0,0.0,208.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-14,21:52,QLITF,LSR,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,3,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,11:08,F8WNM,NWZ,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Delivery,1,191,191.00,0.0,0.0,191.00,VATable,Counter_bd66796784e4bb256fb9b0f4a9e1a13330e9122b261baf72e443ee97968d5fbe,E-Payment,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-15,11:08,F8WNM,NWZ,ไม่รับช้อนส้อมพลาสติก,Delivery,1,0,0.00,0.0,0.0,0.00,VATable,Counter_bd66796784e4bb256fb9b0f4a9e1a13330e9122b261baf72e443ee97968d5fbe,E-Payment,,,JOJO SOBA SAMYAN
2024-02-15,11:41,BVE7P,NWZ,BEEF SOBA โซบะเนื้อ,Delivery,1,215,215.00,0.0,0.0,215.00,VATable,Counter_95670cb1beba55950b077494088cb6dda6395e9246d3eebd7a904cd841639bfa,E-Payment,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-15,12:39,CTIHR,NWZ,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,6,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,12:55,SGYHM,NWZ,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,1,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,12:55,SGYHM,NWZ,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,1,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,12:55,SGYHM,NWZ,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-15,12:55,SGYHM,NWZ,SOBA ORIGINALเย็น/Cold x 1เพิ่มเส้น UP SIZED +50 x 1,Dine-In,1,199,199.00,0.0,0.0,199.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-15,12:55,SGYHM,NWZ,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,1,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-15,19:13,GWLQF,NWZ,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,19:13,GWLQF,NWZ,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-15,19:28,RLFSH,NWZ,GENMAI CHA ชาข้าวคั่ว,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,2,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,19:28,RLFSH,NWZ,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,Cash,,SOBA,JOJO SOBA SAMYAN
2024-02-15,19:28,RLFSH,NWZ,YUZU SOBA โซบะยูสุ,Dine-In,1,189,189.00,0.0,0.0,189.00,VATable,2,Cash,,SOBA,JOJO SOBA SAMYAN
2024-02-15,19:28,RLFSH,NWZ,SMOKED CHICKEN ไก่รมควัน,Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,2,Cash,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-15,19:28,RLFSH,NWZ,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,2,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,19:53,3VP4D,NWZ,GYUDON(BEEF) ข้าวหน้าเนื้อ,Delivery,1,167,167.00,0.0,0.0,167.00,VATable,Counter_f8f9d84e58319ca2bce48a8bb9d9ff3bfeac1f69f7babe32ebddd06b78d569fb,E-Payment,,DONBURI,JOJO SOBA SAMYAN
2024-02-15,19:53,3VP4D,NWZ,SOBA โซบะเย็น/Cold x 1,Delivery,1,120,120.00,0.0,0.0,120.00,VATable,Counter_f8f9d84e58319ca2bce48a8bb9d9ff3bfeac1f69f7babe32ebddd06b78d569fb,E-Payment,,SOBA,JOJO SOBA SAMYAN
2024-02-15,20:06,YIOYJ,NWZ,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,1,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-15,20:06,YIOYJ,NWZ,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,1,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-15,20:59,V9LED,NWZ,SOBA ORIGINALเย็น/Cold x 1เพิ่มเส้น UP SIZED +50 x 1,Dine-In,1,199,199.00,0.0,0.0,199.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-15,20:59,V9LED,NWZ,SHRIMP TEMPURA 3 กุ้งเทมปุระ3ตัว,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,11:04,KR0N6,EST,ไม่รับช้อนส้อมพลาสติก,Delivery,1,0,0.00,0.0,0.0,0.00,VATable,Counter_681a4c86ddbbaac66527b0b9553b5eab13604ea332750007edb14ae9672e0e28,E-Payment,,,JOJO SOBA SAMYAN
2024-02-16,11:04,KR0N6,EST,SOBA ORIGINAL แถมฟรี! SOBA โซบะ,Delivery,1,229,229.00,0.0,0.0,229.00,VATable,Counter_681a4c86ddbbaac66527b0b9553b5eab13604ea332750007edb14ae9672e0e28,E-Payment,,,JOJO SOBA SAMYAN
2024-02-16,17:11,P4C5R,EST,SMOKED CHICKEN ไก่รมควัน,Delivery,1,95,95.00,0.0,0.0,95.00,VATable,Counter_fcfe55a21e3159a40e16e3dae7616ea2469afee54f177251a75f38bcec9aed45,E-Payment,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,17:11,P4C5R,EST,YUZU SOBA โซบะยูสุ,Delivery,1,227,227.00,0.0,0.0,227.00,VATable,Counter_fcfe55a21e3159a40e16e3dae7616ea2469afee54f177251a75f38bcec9aed45,E-Payment,,SOBA,JOJO SOBA SAMYAN
2024-02-16,17:11,P4C5R,EST,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว,Delivery,1,202,202.00,0.0,0.0,202.00,VATable,Counter_fcfe55a21e3159a40e16e3dae7616ea2469afee54f177251a75f38bcec9aed45,E-Payment,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,17:11,P4C5R,EST,SOBA ORIGINALเย็น/Cold x 1,Delivery,1,179,179.00,0.0,0.0,179.00,VATable,Counter_fcfe55a21e3159a40e16e3dae7616ea2469afee54f177251a75f38bcec9aed45,E-Payment,,SOBA,JOJO SOBA SAMYAN
2024-02-16,17:11,P4C5R,EST,ไม่รับช้อนส้อมพลาสติก,Delivery,1,0,0.00,0.0,0.0,0.00,VATable,Counter_fcfe55a21e3159a40e16e3dae7616ea2469afee54f177251a75f38bcec9aed45,E-Payment,,,JOJO SOBA SAMYAN
2024-02-16,17:36,FQOWJ,EST,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,3,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,17:36,FQOWJ,EST,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,3,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,17:36,FQOWJ,EST,SOBA FRIES โซบะทอด,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,3,Cash,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-16,17:36,FQOWJ,EST,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,3,Cash,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,18:01,TPDYG,EST,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,0,VATable,1,Void All,Void*ยกเลิกรายการwittawadee@gmail.com,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,19:28,T4ILK,EST,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1MATCHA ชาเขียว +119 x 1,Dine-In,1,278,278.00,0.0,0.0,278.00,VATable,2,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,19:28,T4ILK,EST,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1SOBA 100% +49 x 1,Dine-In,1,208,208.00,0.0,0.0,208.00,VATable,2,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,19:28,T4ILK,EST,GENMAI CHA ชาข้าวคั่ว,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,2,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,19:28,T4ILK,EST,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,2,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,19:28,T4ILK,EST,ODEN S โอเด้งเล็ก,Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,2,Cash,,ODEN,JOJO SOBA SAMYAN
2024-02-16,19:35,627SW,EST,BEEF SOBA โซบะเนื้อSOBA 100% +49 x 1,Dine-In,1,228,228.00,0.0,0.0,228.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,19:35,627SW,EST,SMOKED CHICKEN ไก่รมควัน,Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,5,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,19:46,HTGM4,EST,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,19:46,HTGM4,EST,STEWED DUCK SOBA โซบะเป็ดพะโล้,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,19:46,HTGM4,EST,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,19:46,HTGM4,EST,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,19:46,HTGM4,EST,TAKO WASABI หมึกวาซาบิ,Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-16,19:46,HTGM4,EST,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,3,30,90.00,0.0,0.0,90.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,20:03,LDSBH,EST,ODEN S โอเด้งเล็ก,Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,6,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2024-02-16,20:03,LDSBH,EST,POTATO SALAD สลัดมันฝรั่ง,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,6,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-16,20:03,LDSBH,EST,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,6,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,20:03,LDSBH,EST,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,6,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,20:03,LDSBH,EST,SOBA โซบะเย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,6,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:04,9Y4IX,EST,SOBA โซบะเย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,0,VATable,2,Void All,Void*ยกเลิกรายการwittawadee@gmail.com,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:04,9Y4IX,EST,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,0,VATable,2,Void All,Void*ยกเลิกรายการwittawadee@gmail.com,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:07,AL73G,EST,SOBA ORIGINALร้อน/Hot x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:07,AL73G,EST,MINERAL WATER น้ำแร่,Dine-In,2,20,40.00,0.0,0.0,40.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,20:07,AL73G,EST,YUZU SOBA โซบะยูสุ,Dine-In,1,189,189.00,0.0,0.0,189.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:07,AL73G,EST,ODEN M โอเด้งกลาง,Dine-In,1,129,129.00,0.0,0.0,129.00,VATable,2,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2024-02-16,20:07,AL73G,EST,SHRIMP TEMPURA 3 กุ้งเทมปุระ3ตัว,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,20:07,6DABO,EST,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-16,20:07,6DABO,EST,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,5,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:07,6DABO,EST,MIXED TEMPURA เทมปุระรวม,Dine-In,1,270,270.00,0.0,0.0,270.00,VATable,5,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-16,20:07,6DABO,EST,POTATO SALAD สลัดมันฝรั่ง,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,5,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-16,20:07,6DABO,EST,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-16,20:11,NNAXQ,EST,SOBA โซบะเย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,3,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:11,NNAXQ,EST,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,3,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:16,R3C2C,EST,ODEN S โอเด้งเล็ก,Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,1,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2024-02-16,20:16,R3C2C,EST,CUCUMBER SALAD สลัดแตงกวา,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,1,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-16,20:16,R3C2C,EST,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-16,20:16,R3C2C,EST,YUZU SOBA โซบะยูสุ,Dine-In,1,189,189.00,0.0,0.0,189.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-17,12:44,XOCUN,XWS,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-17,12:44,XOCUN,XWS,GENMAI CHA ชาข้าวคั่ว,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-17,12:44,XOCUN,XWS,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1YUZU ยูสุ +89 x 1,Dine-In,1,248,248.00,0.0,0.0,248.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-17,12:44,XOCUN,XWS,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1PILANGKASA พิลังกาสา +69 x 1,Dine-In,1,228,228.00,0.0,0.0,228.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-17,12:44,XOCUN,XWS,ODEN L โอเด้งใหญ่,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,5,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2024-02-17,12:44,XOCUN,XWS,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว,Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,5,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2024-02-17,12:48,VQN45,XWS,POTATO SALAD สลัดมันฝรั่ง,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,3,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-17,12:48,VQN45,XWS,CUCUMBER SALAD สลัดแตงกวา,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,3,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-17,12:48,VQN45,XWS,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-17,12:48,VQN45,XWS,STEWED DUCK SOBA โซบะเป็ดพะโล้,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-17,12:59,936YO,XWS,EBISU CHUKA WAKAME ยำสาหร่าย,Dine-In,1,69,69.00,0.0,0.0,69.00,VATable,4,Cash,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-17,12:59,936YO,XWS,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,3,30,90.00,0.0,0.0,90.00,VATable,4,Cash,,DRINKS,JOJO SOBA SAMYAN
2024-02-17,12:59,936YO,XWS,PILANGKASA SOBA  โซบะพีลังกาสา,Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,4,Cash,,SOBA,JOJO SOBA SAMYAN
2024-02-17,12:59,936YO,XWS,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,Cash,,SOBA,JOJO SOBA SAMYAN
2024-02-17,12:59,936YO,XWS,GYUDON(BEEF) ข้าวหน้าเนื้อ,Dine-In,1,139,139.00,0.0,0.0,139.00,VATable,4,Cash,,DONBURI,JOJO SOBA SAMYAN
2024-02-17,13:17,9CYWC,XWS,OYAKODON โอยาโกะด้ง,Dine-In,1,119,119.00,0.0,0.0,119.00,VATable,3,โอนเงิน,,DONBURI,JOJO SOBA SAMYAN
2024-02-17,13:17,9CYWC,XWS,SOBA FRIES โซบะทอด,Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,3,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-17,13:17,9CYWC,XWS,GENMAI CHA ชาข้าวคั่ว,Dine-In,3,30,90.00,0.0,0.0,90.00,VATable,3,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-17,13:17,9CYWC,XWS,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระเย็น/Cold x 1,Dine-In,2,159,318.00,0.0,0.0,318.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-17,13:17,9CYWC,XWS,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2024-02-17,13:45,7NXXF,XWS,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,5,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2024-02-17,13:45,7NXXF,XWS,TAKO WASABI หมึกวาซาบิ,Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,5,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2024-02-17,13:45,7NXXF,XWS,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2024-02-17,13:55,2SY3K,XWS,SOBA ORIGINALเย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
